id,Statement,Image,Web,Category,Date,Label
21109,Railways gears up to resume services from April 15,https://www.thestatesman.com/wp-content/uploads/2020/04/train.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21110,COVID19: WHO calls for stronger role of societyÕs approach in South-East Asia Region,https://www.thestatesman.com/wp-content/uploads/2020/04/QT-who.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21111,Healthy baby born to Coronavirus positive wife of AIIMS doctor; first such case in Delhi,https://www.thestatesman.com/wp-content/uploads/2020/04/baby-1-1.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21112,Power grid on alert after PM ModiÕs 9-min blackout call for Sunday; ministers warn of deep impact,https://www.thestatesman.com/wp-content/uploads/2020/04/power-grid.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21113,"ÔLike coronavirus, there is a communal virus tooÕ: Uddhav Thackeray",https://www.thestatesman.com/wp-content/uploads/2020/04/UT.jpg,THESTATESMAN,ELECTION,Apr-20,TRUE
21114,Centre amends J-K domicile law after backlash; now civil servant jobs reserved for residents,https://www.thestatesman.com/wp-content/uploads/2020/04/Kashmir-1-1.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21115,Odisha CM appeals to Tablighi Jamaat gathering attendees to come ahead for COVID-19 test,https://www.thestatesman.com/wp-content/uploads/2020/04/odisha.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21116,2 terrorists killed in encounter with security forces in J-KÕs Kulgam,https://www.thestatesman.com/wp-content/uploads/2020/04/FORCES.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21117,"Coronavirus pandemic LIVE | India cases at 2,902, records highest single-day jump with 601 infections; 68 dead",https://www.thestatesman.com/wp-content/uploads/2020/04/India-1.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21118,"Over 500 foreign Tablighi Jamaat members found hiding in 15-plus Delhi mosques, say police",https://www.thestatesman.com/wp-content/uploads/2020/04/Niza-2.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21119,Haryana bans schools from collecting fees till lockdown is over,https://www.thestatesman.com/wp-content/uploads/2020/04/edu.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21120,Decision to extend curfew in Punjab to depend on prevailing situation: CM Amarinder Singh,https://www.thestatesman.com/wp-content/uploads/2020/04/capt.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21121,ÔHope they donÕt burn their homesÕ: Sanjay Raut on PM ModiÕs appeal to light lamps,https://www.thestatesman.com/wp-content/uploads/2020/04/raut.jpg,THESTATESMAN,ELECTION,Apr-20,TRUE
21122,Delhi man files FIR against father for roaming around during lockdown,https://www.thestatesman.com/wp-content/uploads/2020/04/UP-police.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21123,489 people go home after completing 14-day quarantine in Kashmir,https://www.thestatesman.com/wp-content/uploads/2020/04/kashmir.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21124,IIT Guwahati alumni develop drone to identify coronavirus suspects,https://www.thestatesman.com/wp-content/uploads/2019/12/QT-drone.jpg,THESTATESMAN,COVID-19,Dec-19,TRUE
21125,"Odisha announces 48-hour shutdown in Bhubaneswar, Bhadrak from 8pm tonight",https://www.thestatesman.com/wp-content/uploads/2020/03/Pharm.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21126,"ÔUnforgivable negligenceÕ, Shiv Sena slams organisers of Nizamuddin event",https://www.thestatesman.com/wp-content/uploads/2020/04/tj.jpg,THESTATESMAN,ELECTION,Apr-20,TRUE
21127,"Born during lockdown, couple names twins ÔCorona,Õ ÔCovidÕ at ChhattisgarhÕs Raipur",https://www.thestatesman.com/wp-content/uploads/2020/04/baby-1.jpg,THESTATESMAN,TERROR,Apr-20,TRUE
21128,UP govt books Tablighi Jamaat members under National Security Act for obscene behaviour in hospital,https://www.thestatesman.com/wp-content/uploads/2020/04/Tablighi.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21129,WHO team to visit Rajasthan as number of cases rise: Sachin Pilot,https://www.thestatesman.com/wp-content/uploads/2020/04/port.jpg,THESTATESMAN,ELECTION,Apr-20,TRUE
21130,DRDO develops Ôbio-suitÕ for medical staff treating Coronavirus patients,https://www.thestatesman.com/wp-content/uploads/2020/04/ppe.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21131,World Bank approves $1 billion emergency aid for India to combat Coronavirus outbreak,https://www.thestatesman.com/wp-content/uploads/2020/04/wb.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21132,"Coronavirus pandemic LIVE | India cases reach 2,301, death toll at 56; Delhi records 384 cases",https://www.thestatesman.com/wp-content/uploads/2020/04/AFP.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21133,"On Apr 5, 9 pm, light candles, diya for 9 min to dispel darkness of Coronavirus: PM Modi to nation",https://www.thestatesman.com/wp-content/uploads/2020/04/Modi-new.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21134,Natives returning from foreign countries add to worries of Bihar,https://www.thestatesman.com/wp-content/uploads/2020/04/QT-O3.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21135,FIR registered against Foreigners Act against more than 100 foreign preachers,https://www.thestatesman.com/wp-content/uploads/2020/03/labourers.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21136,Govt unveils Aarogya Setu COVID-19 tracker app,https://www.thestatesman.com/wp-content/uploads/2020/04/app.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21137,"ÔRs 5000 relief for auto, taxi drivers in Delhi amid lockdownÕ: Arvind Kejriwal",https://www.thestatesman.com/wp-content/uploads/2020/04/AK.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21138,"Ensure strict punishment for those violating lockdown, obstructing health workers: Centre tells states",https://www.thestatesman.com/wp-content/uploads/2020/04/punish.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21139,"After Tablighi Jamaat event, Sharad Pawar urges Muslims to observe Shab-e-Barat at home",https://www.thestatesman.com/wp-content/uploads/2020/02/SHARAD.jpg,THESTATESMAN,ELECTION,Feb-20,TRUE
21140,AIIMS doctor is DelhiÕs seventh to test positive for Coronavirus,https://www.thestatesman.com/wp-content/uploads/2020/04/AIIMS.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21141,"ÔOut of 91 Tablighi Jamaat followers who returned to Karnataka, 11 tested positiveÕ: CM",https://www.thestatesman.com/wp-content/uploads/2020/04/BS-Yeddyurappa.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21142,Calcutta High Court raps state police for FIR against doctor who highlighted shortage of protective gear,https://www.thestatesman.com/wp-content/uploads/2019/08/QT-Calcutta-High-Court.jpg,THESTATESMAN,VIOLENCE,Aug-19,TRUE
21143,"ÔWar has just begun,Õ PM tells CMs, calls for plans to ensure ÔstaggeredÕ relaxation after lockdown",https://www.thestatesman.com/wp-content/uploads/2020/04/Modi-press-co.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21144,UP Police files cases against over 100 foreigners who attended Tablighi Jamaat activites for violating visa rules,https://www.thestatesman.com/wp-content/uploads/2020/04/tj.jpg,THESTATESMAN,VIOLENCE,Apr-20,TRUE
21145,"Centre directs states, UTs to address grievances of migrant labourers",https://www.thestatesman.com/wp-content/uploads/2020/04/migrants-3.jpg,THESTATESMAN,GOVERNMENT,Apr-20,TRUE
21146,"Ready to help India to procure ventilators, but production a challenge says China",https://www.thestatesman.com/wp-content/uploads/2020/04/ventilators.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21147,Domestic violence cases on surge during lockdown; husbands calling wives ÔCOVID-19Õ out of anger: NCW,https://www.thestatesman.com/wp-content/uploads/2020/04/domestic.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21148,Coronavirus pandemic LIVE | India cases cross 2000 mark; Global infections near one million mark,https://www.thestatesman.com/wp-content/uploads/2020/04/port.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21149,India ahead in Covid-19 fight: Harsh Vardhan,https://www.thestatesman.com/wp-content/uploads/2020/04/Harsh-Vardhan.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21150,"Ties with India will Õemerge stronger, scale new heightsÕ after COVID-19: China",https://www.thestatesman.com/wp-content/uploads/2020/04/Xi-Modi.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21151,"ÔTime to focus on saving peopleÕs lives, not GDPÕ: Chidambaram on slashed PPF, small savings rate amid lockdown",https://www.thestatesman.com/wp-content/uploads/2020/04/Chidambaram-2.jpg,THESTATESMAN,TERROR,Apr-20,TRUE
21152,Sonia Gandhi asks PM Modi to give 21 daysÕ wages in advance to MGNREGA workers,https://www.thestatesman.com/wp-content/uploads/2020/03/bus.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE
21153,Mizoram boy donates savings from piggy bank to COVID-19 relief fund,https://www.thestatesman.com/wp-content/uploads/2020/03/ckk.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21154,"Efforts on to evacuate 2,000 stranded tourists in Goa, says Travel and Tourism Association of Goa",https://www.thestatesman.com/wp-content/uploads/2020/03/iStock-527466345_ED.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21155,"President Kovind, PM Modi greet Odisha on Utkala Dibasa; no official celebration amid lockdown",https://www.thestatesman.com/wp-content/uploads/2020/04/UtkalDibasa.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21156,"Delhi State Cancer Institute shut, being sanitised after doctor tests positive for Coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/04/doctors.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21157,Renowned Indian-origin virologist Gita Ramjee dies due to Coronavirus in South Africa,https://www.thestatesman.com/wp-content/uploads/2020/04/ramjee.jpg,THESTATESMAN,POLITICS,Apr-20,TRUE
21158,"Amid shortage, India ÔexportsÕ medical protective equipment to Serbia, triggers debate",https://www.thestatesman.com/wp-content/uploads/2020/04/Cargo.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21159,"Coronavirus pandemic LIVE | India reports 240 new infections in 12 hrs, takes tally to 1,637; 38 dead",https://www.thestatesman.com/wp-content/uploads/2020/04/India.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21160,Donations made to PM-CARES Fund eligible for 100 percent tax deduction,https://www.thestatesman.com/wp-content/uploads/2020/04/TAX.png,THESTATESMAN,COVID-19,Apr-20,TRUE
21161,Coronavirus update: 14 fresh COVID-19 cases in Rajasthan; tally rises to 93,https://www.thestatesman.com/wp-content/uploads/2020/04/RAJASTHAN.jpg,THESTATESMAN,COVID-19,Apr-20,TRUE
21162,Post offices in Bengal to deliver pension at home for elderly people during Coronavirus lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/postoffice.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21163,Lockdown: Home delivery of liquor in Kerala announced,https://www.thestatesman.com/wp-content/uploads/2020/03/kerala.png,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21164,Jharkhand reports first case of Coronavirus as Malaysian woman tests positive at Ranchi,https://www.thestatesman.com/wp-content/uploads/2020/03/mosque-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21165,Case filed against Shahar Qazi of Mawana for undeclared stay of religious preachers from abroad,https://www.thestatesman.com/wp-content/uploads/2020/03/UP-Police.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21166,"Avoid fault-finding, take containment action against Coronavirus: Centre on Nizamuddin event",https://www.thestatesman.com/wp-content/uploads/2020/03/Nizamuddin-new.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21167,Central govt employees set to retire on March 31 will go the same day,https://www.thestatesman.com/wp-content/uploads/2020/03/govt.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21168,Bihar man beaten to death for informing authorities of migrants skipping medical test,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-migrants.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21169,"Nothing but Ôcriminal actÕ, Markaz clarification Ônot enoughÕ: Delhi govt on Nizamuddin event",https://www.thestatesman.com/wp-content/uploads/2020/03/AAP-2.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21170,Residents lock 4 floors of building in Gurgaon after man tests positive for COVID-19,https://www.thestatesman.com/wp-content/uploads/2020/03/gurugram.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21171,UP CM Yogi Adityanath holds emergency meeting on Nizamuddin COVID-19 cluster,https://www.thestatesman.com/wp-content/uploads/2020/03/yogi.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21172,Union Minister for Health reviews testing and sampling strategy for COVID-19,https://www.thestatesman.com/wp-content/uploads/2020/03/Health.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21173,"All migrants in shelters, Centre tells SC; court calls for bhajan, namaz, counsellors to eliminate panic",https://www.thestatesman.com/wp-content/uploads/2020/03/migrants-3.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21174,317 Germans and European passengers evacuated from Goa amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/goa.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21175,Madhya Pradesh reports 5th death due to Coronavirus; 49-year-old woman had no travel history,https://www.thestatesman.com/wp-content/uploads/2020/03/mp-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21176,Assam doctor dies of heart attack after taking anti-malaria drug hydroxychloroquine,https://www.thestatesman.com/wp-content/uploads/2020/03/doctor-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21177,"Tiger attack claims 4th victim, 28-year-old farmer killed in UPÕs Pilibhit reserve",https://www.thestatesman.com/wp-content/uploads/2020/03/tiger-1.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21178,"Jaipur sees steep hike with ten new patients, Rajasthan total 79",https://www.thestatesman.com/wp-content/uploads/2020/03/Virus-25.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21179,Helpline for Srinagar residents without ration cards,https://www.thestatesman.com/wp-content/uploads/2019/06/Phone.jpg,THESTATESMAN,GOVERNMENT,Jun-19,TRUE
21180,Hero Group pledges Rs 100 cr for Covid-19 relief efforts,https://www.thestatesman.com/wp-content/uploads/2020/03/corona-4.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21181,"Coronavirus: India sees highest spike in Covid-19 cases, total reaches 1,251",https://www.thestatesman.com/wp-content/uploads/2020/03/Virus-2.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21182,Kerala orders for liquor on medical prescription,https://www.thestatesman.com/wp-content/uploads/2020/03/doc-1.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21183,Indore reports 1 death and 7 fresh coronavirus cases,https://www.thestatesman.com/wp-content/uploads/2020/03/Coronavirus-face-mask.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21184,Pulwama District Magistrate warns of criminal action for hiding travel history,https://www.thestatesman.com/wp-content/uploads/2020/03/arrest-25.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21185,"Corona calamity brings tremendous behavioural change in men, animals",https://www.thestatesman.com/wp-content/uploads/2020/03/QT-lockdown.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21186,PM Modi interacts with Heads of Indian Missions over COVID-19 situation,https://www.thestatesman.com/wp-content/uploads/2020/03/PM-2-1.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21187,"Yogi Adityanath blasts Noida administration officials, transfers DM; Suhas LY to take charge at 10 pm",https://www.thestatesman.com/wp-content/uploads/2020/03/QT-noida.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21188,"Rahul Gandhi says lockdown may extend, adds IndiaÕs condition unique, needs different steps",https://www.thestatesman.com/wp-content/uploads/2020/03/Rahul-4.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21189,JUÕs community radio station assumes significance during lockdown; gives essential information to listeners,https://www.thestatesman.com/wp-content/uploads/2020/03/radio.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21190,20 stuck tourists return to Malaysia from Amritsar,https://www.thestatesman.com/wp-content/uploads/2020/03/amritsar.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21191,DTC to allow only essential services providers in buses during lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/bus-2.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21192,"Leopard strays into Chandigarh residential area amid lockdown, rescued after 5-hr operation",https://www.thestatesman.com/wp-content/uploads/2020/03/leopard.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21193,Supreme Court seeks status report from Centre on migrant workers amid COVID-19 lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/migrant-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21194,Sonia Gandhi sets up central control room for assistance on COVID-19,https://www.thestatesman.com/wp-content/uploads/2020/03/sonia.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21195,"Coronavirus lockdown: Prohibitory orders issued in Kottayam, day after migrant workers stage protest",https://www.thestatesman.com/wp-content/uploads/2020/03/kerala-2-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21196,ÔHad free hand to implement lockdownÕ: Centre in strong message to Kejriwal over migrant exodus,https://www.thestatesman.com/wp-content/uploads/2020/03/migrants-2.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21197,"TelanganaÕs first Covid-19 fatality, 74-year-old man gets lonely burial without family; only health workers allowed",https://www.thestatesman.com/wp-content/uploads/2020/03/corona-1-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21198,Kerala CM directs Excise dept to provide liquor to those with doctorÕs prescription after surge in suicides,https://www.thestatesman.com/wp-content/uploads/2020/03/Kerala-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21199,Two more corona positive cases in Goa; tally reaches five,https://www.thestatesman.com/wp-content/uploads/2020/03/BeFunky-collage-6-2.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21200,"Three kin of Ajmer Covid-19 patient test positive, Rajasthan total 59",https://www.thestatesman.com/wp-content/uploads/2020/03/deadly.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21201,"Telangana to give Rs 500, rice to every migrant worker",https://www.thestatesman.com/wp-content/uploads/2020/03/mask.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21202,Punjab and Haryana Court gives consent to open essential item shops amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/pun.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21203,ÔComplete economic shutdown may disastrously amplify death tollÕ: Rahul Gandhi writes to PM Modi,https://www.thestatesman.com/wp-content/uploads/2020/03/rg.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21204,AQI in Delhi improves to ÔmoderateÕ category amid nationwide lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/aqi.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21205,"Pregnant woman, husband walk over 100 km post lockdown to reach home",https://www.thestatesman.com/wp-content/uploads/2020/03/QT-Pregnant-woman-walked.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21206,"BJP leader sees ÔmischiefÕ in mass exodus of migrant workers amid lockdown, asks Ôwhy only from DelhiÕ",https://www.thestatesman.com/wp-content/uploads/2020/03/bus.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE
21207,"Maharashtra CM assures migrant workers, Ôwill protect them, provide foodÕ amid COVID-19 lockdown",https://www.thestatesman.com/wp-content/uploads/2020/03/mi.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21208,Police blocks entry of migrant workers into DelhiÕs Anand Vihar ISBT to stop their exodus amid Coronavirus lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/workers.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21209,Yogi Adityanath takes to streets to check lockdown arrangements,https://www.thestatesman.com/wp-content/uploads/2020/03/yogi-3.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21210,"Coronavirus lockdown: Migrant workers in Kerala stage protest, want to go back home",https://www.thestatesman.com/wp-content/uploads/2020/03/kerala-2.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21211,"Centre directs States to Ôseal borders, ensure 14-day quarantine for migrantsÕ",https://www.thestatesman.com/wp-content/uploads/2020/03/migrant.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21212,"President donates one month salary to PM CARES fund; PM Modi says, ÔRashtrapati Ji is inspiring nationÕ",https://www.thestatesman.com/wp-content/uploads/2020/03/kovind.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21213,"14-day mandatory quarantine at state-run camps for lakhs of migrant workers returning to UP, Bihar",https://www.thestatesman.com/wp-content/uploads/2020/03/migrants-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21214,Case against Noida firm after workers suspected of spreading COVID-19,https://www.thestatesman.com/wp-content/uploads/2020/03/LOCKDOWN.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21215,"Noida: Daily wages for factory workers, 28-day paid leave for coronavirus patients during lockdown",https://www.thestatesman.com/wp-content/uploads/2020/03/noida-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21216,Legion of Indian students stranded in UK requests for evacuation at earliest,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-Indian-Students-stranded-in-UK-Group-Photo.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21217,38-year-old delivery agent who walked 200 km on foot from Delhi to reach his home in Morena dies on highway,https://www.thestatesman.com/wp-content/uploads/2020/03/migrants.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21218,"Coronavirus pandemic: Global death toll crosses 30,000; China identifies first patient",https://www.thestatesman.com/wp-content/uploads/2020/03/italt.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21219,Bengaluru serves free food to needy during lockdown,https://www.thestatesman.com/wp-content/uploads/2019/12/QT-vegetable-prices.jpg,THESTATESMAN,GOVERNMENT,Dec-19,TRUE
21220,Mobile vegetable marts bring cheer to Hyderabadi homes,https://www.thestatesman.com/wp-content/uploads/2020/01/QT-vegetable-production.jpg,THESTATESMAN,TERROR,Jan-20,TRUE
21221,"Tata Trusts, Tata Sons announce Rs 1,500 cr to fight Coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/01/Ratan-TATA_ED.jpg,THESTATESMAN,TERROR,Jan-20,TRUE
21222,Tamil Nadu to implement containment zone plan on Sunday,https://www.thestatesman.com/wp-content/uploads/2020/03/study.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21223,"In Noida, as corona positive cases mount, foreign links emerge",https://www.thestatesman.com/wp-content/uploads/2020/03/nurse.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21224,University of Hyderabad faculty designs potential vaccine candidates against COVID-19,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-covid-test-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21225,"Home Ministry asks states, UTs to set up relief camps for stranded migrant workers",https://www.thestatesman.com/wp-content/uploads/2020/03/hm.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21226,ÔBack to villages in crowded buses has dented purpose of lockdownÕ: Chidambaram on mass exodus,https://www.thestatesman.com/wp-content/uploads/2020/03/Chidambaram-2.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE
21227,"IndiaÕs response to COVID-19 is Ôpre-emptive, pro-active and gradedÕ: I&B Ministry",https://www.thestatesman.com/wp-content/uploads/2020/03/COVID-19-3-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21228,Uttar Pradesh government runs 1000 buses for migrant workers stranded amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/upbus.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21229,"Pinarayi Vijayan writes to PM Modi seeking clearance of road connecting Kerala, Karnataka",https://www.thestatesman.com/wp-content/uploads/2020/03/Pinarayi-Vijayan.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21230,Noida: DM orders landlords to take rent only after one month amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/03/noida.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21231,ÔTapaswis serving patientsÕ: PM Modi calls Pune nurse to boost morale of frontline fighters against Coronavirus,https://www.thestatesman.com/wp-content/uploads/2020/03/Modi-5-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21232,Kerala reports 1st Coronavirus death as 69-yr-old man succumbs to disease,https://www.thestatesman.com/wp-content/uploads/2020/03/Kerala.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21233,Ramayan will telecast on DD National,https://www.thestatesman.com/wp-content/uploads/2020/03/tweet.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE
21234,"Coronavirus positive journo, who attended Kamal Nath meet, booked for negligence",https://www.thestatesman.com/wp-content/uploads/2020/03/Kamal-Nath-2.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21235,"Rahul Gandhi appeals to provide Ôfood, shelter, waterÕ to migrant workers marching back home amid lockdown",https://www.thestatesman.com/wp-content/uploads/2020/03/Rahul-new-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21236,"Bengaluru Infosys sacks employee arrested for Ôsneeze, spread virusÕ post on social media",https://www.thestatesman.com/wp-content/uploads/2020/03/Infosys.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21237,"US announces $174 mn financial aid for 64 nations, including $2.9 mn for India to combat Coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/03/Trump-Modi.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21238,"Coronavirus pandemic LIVE | Kerala reports IndiaÕs 20th fatality; global death toll tops 27,000",https://www.thestatesman.com/wp-content/uploads/2020/03/staff.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21239,SP MP Beni Prasad Varma passes away,https://www.thestatesman.com/wp-content/uploads/2020/03/beni.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE
21240,"After ÔRamayanaÕ, govt announces telecast of ÔMahabharatÕ on DD Bharati from tomorrow",https://www.thestatesman.com/wp-content/uploads/2020/03/ramayan.jpg,THESTATESMAN,TERROR,Mar-20,TRUE
21241,HC seeks CentreÕs response on plea for return of 580 Indians in Bangladesh amid Coronavirus pandemic,https://www.thestatesman.com/wp-content/uploads/2020/03/Delhi-HC-1-1-1.jpg,THESTATESMAN,COVID-19,Mar-20,TRUE
21242,"ÔYou are a fighter, you will overcomeÕ: PM ModiÕs get-well-soon message to COVID+ Boris Johnson",https://www.thestatesman.com/wp-content/uploads/2020/03/QT-Prime-Minister-Narendra-Modi-1.jpg,THESTATESMAN,POLITICS,Mar-20,TRUE
21243,"ÔItÕs our duty to help govt, civil administrationÕ: Army Chief tells force to stay safe against Coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/03/Army-chief.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21244,SpiceJet offers flights to fly stranded migrant labourers home,https://www.thestatesman.com/wp-content/uploads/2020/03/spicejet.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
21245,"On Ônot so well executed lockdown,Õ Prashant KishorÕs Ônauseating self-praiseÕ dig at govt",https://www.thestatesman.com/wp-content/uploads/2020/03/Kishor.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE
21246,"All domestic, international flights suspended till April 14: DGCA amid COVID-19 lockdown",https://www.thestatesman.com/wp-content/uploads/2020/03/FLIGHTS-1.jpg,THESTATESMAN,GOVERNMENT,Mar-20,TRUE
